pQTL.Protein	pQTL.Disease/Phenotype	pQTL.pvalue	pQTL.rsID	pQTL.steiger_pvalue	pQTL.coloc_prob	pQTL.beta	pQTL.method	pQTL.trans_cis	pQTL.q_pvalue	pQTL.ld_check	pQTL.se
APOB	Non-cancer illness code  self-reported: diverticular disease or diverticulitis	0.64618480831428	rs964184	NA	NA	0.000350229850528927	Inverse variance weighted	trans	0.734126391400691	NA	0.000762913752684751
APOB	Non-cancer illness code  self-reported: diverticular disease or diverticulitis	0.64618480831428	rs520354	NA	NA	0.000350229850528927	Inverse variance weighted	cis	0.734126391400691	NA	0.000762913752684751
APOB	Coronary heart disease	0.647075580554962	rs4751870	NA	NA	0.0366135741941264	Inverse variance weighted	trans	0.000256192652365571	NA	0.0799722287161051
APOB	Coronary heart disease	0.647075580554962	rs964184	NA	NA	0.0366135741941264	Inverse variance weighted	trans	0.000256192652365571	NA	0.0799722287161051
APOB	Coronary heart disease	0.647075580554962	rs520354	NA	NA	0.0366135741941264	Inverse variance weighted	cis	0.000256192652365571	NA	0.0799722287161051
APOB	Age at menarche	0.649038957627074	rs964184	NA	NA	-0.0111131692143856	Inverse variance weighted	trans	0.181401028950541	NA	0.0244193046543819
APOB	Age at menarche	0.649038957627074	rs520354	NA	NA	-0.0111131692143856	Inverse variance weighted	cis	0.181401028950541	NA	0.0244193046543819
APOB	Diagnoses - main ICD10: H25 Senile cataract	0.651280611354306	rs4751870	NA	NA	0.000450188346224464	Inverse variance weighted	trans	0.0854428625382554	NA	0.000996027487291868
APOB	Diagnoses - main ICD10: H25 Senile cataract	0.651280611354306	rs964184	NA	NA	0.000450188346224464	Inverse variance weighted	trans	0.0854428625382554	NA	0.000996027487291868
APOB	Diagnoses - main ICD10: H25 Senile cataract	0.651280611354306	rs520354	NA	NA	0.000450188346224464	Inverse variance weighted	cis	0.0854428625382554	NA	0.000996027487291868
APOB	Diastolic blood pressure  automated reading	0.655471007012777	rs4751870	NA	NA	0.00324034410457846	Inverse variance weighted	trans	0.517153392073526	NA	0.00726249965344791
APOB	Diastolic blood pressure  automated reading	0.655471007012777	rs964184	NA	NA	0.00324034410457846	Inverse variance weighted	trans	0.517153392073526	NA	0.00726249965344791
APOB	Diastolic blood pressure  automated reading	0.655471007012777	rs520354	NA	NA	0.00324034410457846	Inverse variance weighted	cis	0.517153392073526	NA	0.00726249965344791
APOB	Non-cancer illness code  self-reported: iron deficiency anaemia	0.659466054192775	rs4751870	NA	NA	-0.000233027899086613	Inverse variance weighted	trans	0.432366247510907	NA	0.000528827066873685
APOB	Non-cancer illness code  self-reported: iron deficiency anaemia	0.659466054192775	rs964184	NA	NA	-0.000233027899086613	Inverse variance weighted	trans	0.432366247510907	NA	0.000528827066873685
APOB	Non-cancer illness code  self-reported: iron deficiency anaemia	0.659466054192775	rs520354	NA	NA	-0.000233027899086613	Inverse variance weighted	cis	0.432366247510907	NA	0.000528827066873685
APOB	Non-cancer illness code self-reported: pulmonary embolism (with or without) dvt	0.662436827759651	rs4751870	NA	NA	0.000414618640127517	Inverse variance weighted	trans	0.120391106504315	NA	0.000949759381661607
APOB	Non-cancer illness code self-reported: pulmonary embolism (with or without) dvt	0.662436827759651	rs964184	NA	NA	0.000414618640127517	Inverse variance weighted	trans	0.120391106504315	NA	0.000949759381661607
APOB	Non-cancer illness code self-reported: pulmonary embolism (with or without) dvt	0.662436827759651	rs520354	NA	NA	0.000414618640127517	Inverse variance weighted	cis	0.120391106504315	NA	0.000949759381661607
APOB	Non-cancer illness code  self-reported: depression	0.664056365564099	rs4751870	NA	NA	-0.00100315968094799	Inverse variance weighted	trans	0.145483731621112	NA	0.00230972688754604
APOB	Non-cancer illness code  self-reported: depression	0.664056365564099	rs964184	NA	NA	-0.00100315968094799	Inverse variance weighted	trans	0.145483731621112	NA	0.00230972688754604
APOB	Non-cancer illness code  self-reported: depression	0.664056365564099	rs520354	NA	NA	-0.00100315968094799	Inverse variance weighted	cis	0.145483731621112	NA	0.00230972688754604
APOB	Diagnoses - main ICD10: C61 Malignant neoplasm of prostate	0.667962838275482	rs4751870	NA	NA	0.000251402049668062	Inverse variance weighted	trans	0.673777127906813	NA	0.000586093129441554
APOB	Diagnoses - main ICD10: C61 Malignant neoplasm of prostate	0.667962838275482	rs964184	NA	NA	0.000251402049668062	Inverse variance weighted	trans	0.673777127906813	NA	0.000586093129441554
APOB	Diagnoses - main ICD10: C61 Malignant neoplasm of prostate	0.667962838275482	rs520354	NA	NA	0.000251402049668062	Inverse variance weighted	cis	0.673777127906813	NA	0.000586093129441554
APOB	Large vessel disease	0.674611220603363	rs964184	NA	NA	-0.0467635566543784	Inverse variance weighted	trans	0.593831448771822	NA	0.111387458034924
APOB	Large vessel disease	0.674611220603363	rs520354	NA	NA	-0.0467635566543784	Inverse variance weighted	cis	0.593831448771822	NA	0.111387458034924
APOB	Lung adenocarcinoma	0.675061993059989	rs4751870	NA	NA	0.0372212269846985	Inverse variance weighted	trans	0.325730154733434	NA	0.0887887822685256
APOB	Lung adenocarcinoma	0.675061993059989	rs964184	NA	NA	0.0372212269846985	Inverse variance weighted	trans	0.325730154733434	NA	0.0887887822685256
APOB	Lung adenocarcinoma	0.675061993059989	rs520354	NA	NA	0.0372212269846985	Inverse variance weighted	cis	0.325730154733434	NA	0.0887887822685256
APOB	Underlying (primary) cause of death: ICD10: E85.4 Organ-limited amyloidosis	0.676160746987612	rs4751870	NA	NA	-0.000604534729742384	Inverse variance weighted	trans	0.415414523323749	NA	0.00144726693327172
APOB	Underlying (primary) cause of death: ICD10: E85.4 Organ-limited amyloidosis	0.676160746987612	rs964184	NA	NA	-0.000604534729742384	Inverse variance weighted	trans	0.415414523323749	NA	0.00144726693327172
APOB	Underlying (primary) cause of death: ICD10: E85.4 Organ-limited amyloidosis	0.676160746987612	rs520354	NA	NA	-0.000604534729742384	Inverse variance weighted	cis	0.415414523323749	NA	0.00144726693327172
APOB	Multiple sclerosis	0.676842010488686	rs964184	NA	NA	-0.0214728841224757	Inverse variance weighted	trans	0.636790594090982	NA	0.0515213607460565
APOB	Multiple sclerosis	0.676842010488686	rs520354	NA	NA	-0.0214728841224757	Inverse variance weighted	cis	0.636790594090982	NA	0.0515213607460565
APOB	Amygdala volume	0.680893574344192	rs4751870	NA	NA	-2.96003509204029	Inverse variance weighted	trans	0.929665450660832	NA	7.19775745884634
APOB	Amygdala volume	0.680893574344192	rs520354	NA	NA	-2.96003509204029	Inverse variance weighted	cis	0.929665450660832	NA	7.19775745884634
APOB	Primary sclerosing cholangitis 	0.688839549197811	rs964184	NA	NA	0.101063094096398	Inverse variance weighted	trans	0.00892481083011386	NA	0.252386178045721
APOB	Primary sclerosing cholangitis 	0.688839549197811	rs520354	NA	NA	0.101063094096398	Inverse variance weighted	cis	0.00892481083011386	NA	0.252386178045721
APOB	Knee osteoarthritis	0.69385314892473	rs520354	NA	NA	0.0328068936800794	Wald ratio	cis	NA	NA	0.083344185594709
APOB	Alcohol intake frequency	0.695634964363949	rs4751870	NA	NA	-0.00410133485437336	Inverse variance weighted	trans	0.884372647295355	NA	0.01048346109885
APOB	Alcohol intake frequency	0.695634964363949	rs964184	NA	NA	-0.00410133485437336	Inverse variance weighted	trans	0.884372647295355	NA	0.01048346109885
APOB	Alcohol intake frequency	0.695634964363949	rs520354	NA	NA	-0.00410133485437336	Inverse variance weighted	cis	0.884372647295355	NA	0.01048346109885
APOB	Non-cancer illness code  self-reported: osteoporosis	0.697024255741338	rs4751870	NA	NA	0.000345867332983933	Inverse variance weighted	trans	0.523779772196918	NA	0.000888341447481163
APOB	Non-cancer illness code  self-reported: osteoporosis	0.697024255741338	rs964184	NA	NA	0.000345867332983933	Inverse variance weighted	trans	0.523779772196918	NA	0.000888341447481163
APOB	Non-cancer illness code  self-reported: osteoporosis	0.697024255741338	rs520354	NA	NA	0.000345867332983933	Inverse variance weighted	cis	0.523779772196918	NA	0.000888341447481163
APOB	Pallidum volume	0.699282313055576	rs4751870	NA	NA	-2.27334027589739	Inverse variance weighted	trans	0.73530149567671	NA	5.8850695416372
APOB	Pallidum volume	0.699282313055576	rs520354	NA	NA	-2.27334027589739	Inverse variance weighted	cis	0.73530149567671	NA	5.8850695416372
APOB	Ferritin	0.70173553985783	rs520354	NA	NA	0.0118694362017804	Wald ratio	cis	NA	NA	0.0309924167490933
APOB	Pulse rate	0.704245451904353	rs4751870	NA	NA	0.00475300919351182	Inverse variance weighted	trans	0.434723217092307	NA	0.0125212363698829
APOB	Pulse rate	0.704245451904353	rs964184	NA	NA	0.00475300919351182	Inverse variance weighted	trans	0.434723217092307	NA	0.0125212363698829
APOB	Pulse rate	0.704245451904353	rs520354	NA	NA	0.00475300919351182	Inverse variance weighted	cis	0.434723217092307	NA	0.0125212363698829
APOB	Non-cancer illness code  self-reported: ankylosing spondylitis	0.705484109197025	rs4751870	NA	NA	0.000145394403225747	Inverse variance weighted	trans	0.434724943128242	NA	0.000384714595441797
APOB	Non-cancer illness code  self-reported: ankylosing spondylitis	0.705484109197025	rs964184	NA	NA	0.000145394403225747	Inverse variance weighted	trans	0.434724943128242	NA	0.000384714595441797
APOB	Non-cancer illness code  self-reported: ankylosing spondylitis	0.705484109197025	rs520354	NA	NA	0.000145394403225747	Inverse variance weighted	cis	0.434724943128242	NA	0.000384714595441797
APOB	Non-cancer illness code  self-reported: polio  or  poliomyelitis	0.711938459535043	rs4751870	NA	NA	-7.05281531164096e-05	Inverse variance weighted	trans	0.458367089864214	NA	0.000191001765794244
APOB	Non-cancer illness code  self-reported: polio  or  poliomyelitis	0.711938459535043	rs964184	NA	NA	-7.05281531164096e-05	Inverse variance weighted	trans	0.458367089864214	NA	0.000191001765794244
APOB	Non-cancer illness code  self-reported: polio  or  poliomyelitis	0.711938459535043	rs520354	NA	NA	-7.05281531164096e-05	Inverse variance weighted	cis	0.458367089864214	NA	0.000191001765794244
APOB	Fractured bone site(s): Other bones	0.714022738307141	rs4751870	NA	NA	-0.000585384924156864	Inverse variance weighted	trans	0.926650186635383	NA	0.00159740985408034
APOB	Fractured bone site(s): Other bones	0.714022738307141	rs964184	NA	NA	-0.000585384924156864	Inverse variance weighted	trans	0.926650186635383	NA	0.00159740985408034
APOB	Fractured bone site(s): Other bones	0.714022738307141	rs520354	NA	NA	-0.000585384924156864	Inverse variance weighted	cis	0.926650186635383	NA	0.00159740985408034
APOB	Non-cancer illness code  self-reported: psoriasis	0.716331379683135	rs4751870	NA	NA	-0.000278337024279473	Inverse variance weighted	trans	0.392837932788264	NA	0.000765996005054898
APOB	Non-cancer illness code  self-reported: psoriasis	0.716331379683135	rs964184	NA	NA	-0.000278337024279473	Inverse variance weighted	trans	0.392837932788264	NA	0.000765996005054898
APOB	Non-cancer illness code  self-reported: psoriasis	0.716331379683135	rs520354	NA	NA	-0.000278337024279473	Inverse variance weighted	cis	0.392837932788264	NA	0.000765996005054898
APOB	Hip osteoarthritis	0.719176221980006	rs520354	NA	NA	0.0328068936800794	Wald ratio	cis	NA	NA	0.0912417850868928
APOB	Serum cystatin C (eGFRcys)	0.719868626720409	rs964184	NA	NA	0.00471881869268453	Inverse variance weighted	trans	0.0199953963892462	NA	0.0131577422719429
APOB	Serum cystatin C (eGFRcys)	0.719868626720409	rs520354	NA	NA	0.00471881869268453	Inverse variance weighted	cis	0.0199953963892462	NA	0.0131577422719429
APOB	Diagnoses - main ICD10: N20 Calculus of kidney and ureter	0.720174252736402	rs4751870	NA	NA	0.000387056305606179	Inverse variance weighted	trans	0.0421628850824429	NA	0.00108048102081067
APOB	Diagnoses - main ICD10: N20 Calculus of kidney and ureter	0.720174252736402	rs964184	NA	NA	0.000387056305606179	Inverse variance weighted	trans	0.0421628850824429	NA	0.00108048102081067
APOB	Diagnoses - main ICD10: N20 Calculus of kidney and ureter	0.720174252736402	rs520354	NA	NA	0.000387056305606179	Inverse variance weighted	cis	0.0421628850824429	NA	0.00108048102081067
APOB	Fractured bone site(s): Wrist	0.724310500091836	rs4751870	NA	NA	0.000388806354552339	Inverse variance weighted	trans	0.29989626144714	NA	0.0011023593724621
APOB	Fractured bone site(s): Wrist	0.724310500091836	rs964184	NA	NA	0.000388806354552339	Inverse variance weighted	trans	0.29989626144714	NA	0.0011023593724621
APOB	Fractured bone site(s): Wrist	0.724310500091836	rs520354	NA	NA	0.000388806354552339	Inverse variance weighted	cis	0.29989626144714	NA	0.0011023593724621
APOB	Intracranial volume	0.725494217259849	rs4751870	NA	NA	2058.02952228872	Inverse variance weighted	trans	0.544620804524723	NA	5861.23671331444
APOB	Intracranial volume	0.725494217259849	rs520354	NA	NA	2058.02952228872	Inverse variance weighted	cis	0.544620804524723	NA	5861.23671331444
APOB	Non-cancer illness code  self-reported: enlarged prostate	0.728672613461968	rs4751870	NA	NA	-0.000287336538063782	Inverse variance weighted	trans	0.714858224304428	NA	0.000828317489526474
APOB	Non-cancer illness code  self-reported: enlarged prostate	0.728672613461968	rs964184	NA	NA	-0.000287336538063782	Inverse variance weighted	trans	0.714858224304428	NA	0.000828317489526474
APOB	Non-cancer illness code  self-reported: enlarged prostate	0.728672613461968	rs520354	NA	NA	-0.000287336538063782	Inverse variance weighted	cis	0.714858224304428	NA	0.000828317489526474
APOB	Diagnoses - main ICD10: N92 Excessive  frequent and irregular menstruation	0.746607538787062	rs4751870	NA	NA	-0.000325534707756341	Inverse variance weighted	trans	0.991759163888678	NA	0.00100748616959052
APOB	Diagnoses - main ICD10: N92 Excessive  frequent and irregular menstruation	0.746607538787062	rs964184	NA	NA	-0.000325534707756341	Inverse variance weighted	trans	0.991759163888678	NA	0.00100748616959052
APOB	Diagnoses - main ICD10: N92 Excessive  frequent and irregular menstruation	0.746607538787062	rs520354	NA	NA	-0.000325534707756341	Inverse variance weighted	cis	0.991759163888678	NA	0.00100748616959052
APOB	Diagnoses - main ICD10: K60 Fissure and fistula of anal and rectal regions	0.752461089660754	rs4751870	NA	NA	0.000154765882655121	Inverse variance weighted	trans	0.952272567132197	NA	0.000490703554696947
APOB	Diagnoses - main ICD10: K60 Fissure and fistula of anal and rectal regions	0.752461089660754	rs964184	NA	NA	0.000154765882655121	Inverse variance weighted	trans	0.952272567132197	NA	0.000490703554696947
APOB	Diagnoses - main ICD10: K60 Fissure and fistula of anal and rectal regions	0.752461089660754	rs520354	NA	NA	0.000154765882655121	Inverse variance weighted	cis	0.952272567132197	NA	0.000490703554696947
APOB	Non-cancer illness code  self-reported: pneumothorax	0.756810816974354	rs4751870	NA	NA	-9.47984802224787e-05	Inverse variance weighted	trans	0.0147665118413551	NA	0.000306125994791892
APOB	Non-cancer illness code  self-reported: pneumothorax	0.756810816974354	rs964184	NA	NA	-9.47984802224787e-05	Inverse variance weighted	trans	0.0147665118413551	NA	0.000306125994791892
APOB	Non-cancer illness code  self-reported: pneumothorax	0.756810816974354	rs520354	NA	NA	-9.47984802224787e-05	Inverse variance weighted	cis	0.0147665118413551	NA	0.000306125994791892
APOB	Non-cancer illness code  self-reported: high cholesterol	0.757476038703874	rs4751870	NA	NA	-0.0107839896751911	Inverse variance weighted	trans	9.36395466447669e-97	NA	0.0349225986176847
APOB	Non-cancer illness code  self-reported: high cholesterol	0.757476038703874	rs964184	NA	NA	-0.0107839896751911	Inverse variance weighted	trans	9.36395466447669e-97	NA	0.0349225986176847
APOB	Non-cancer illness code  self-reported: high cholesterol	0.757476038703874	rs520354	4.46769288231508e-10	NA	-0.0107839896751911	Inverse variance weighted	cis	9.36395466447669e-97	0.6035332119	0.0349225986176847
APOB	Cancer code  self-reported: small intestine or small bowel cancer	0.760764139539953	rs4751870	NA	NA	-4.70892366015317e-05	Inverse variance weighted	trans	0.924834985137645	NA	0.000154655888027938
APOB	Cancer code  self-reported: small intestine or small bowel cancer	0.760764139539953	rs964184	NA	NA	-4.70892366015317e-05	Inverse variance weighted	trans	0.924834985137645	NA	0.000154655888027938
APOB	Cancer code  self-reported: small intestine or small bowel cancer	0.760764139539953	rs520354	NA	NA	-4.70892366015317e-05	Inverse variance weighted	cis	0.924834985137645	NA	0.000154655888027938
APOB	Crohn's disease	0.763511495583108	rs964184	NA	NA	-0.011612775822683	Inverse variance weighted	trans	0.337054474734149	NA	0.0385969618704032
APOB	Crohn's disease	0.763511495583108	rs520354	NA	NA	-0.011612775822683	Inverse variance weighted	cis	0.337054474734149	NA	0.0385969618704032
APOB	Fasting proinsulin	0.785666348006093	rs964184	NA	NA	0.00593092968473116	Inverse variance weighted	trans	0.458174131323375	NA	0.0218095111178636
APOB	Fasting proinsulin	0.785666348006093	rs520354	NA	NA	0.00593092968473116	Inverse variance weighted	cis	0.458174131323375	NA	0.0218095111178636
APOB	Non-cancer illness code  self-reported: anxiety or panic attacks	0.787618059197261	rs4751870	NA	NA	0.000224956457581206	Inverse variance weighted	trans	0.552524313491292	NA	0.000835012266261773
APOB	Non-cancer illness code  self-reported: anxiety or panic attacks	0.787618059197261	rs964184	NA	NA	0.000224956457581206	Inverse variance weighted	trans	0.552524313491292	NA	0.000835012266261773
APOB	Non-cancer illness code  self-reported: anxiety or panic attacks	0.787618059197261	rs520354	NA	NA	0.000224956457581206	Inverse variance weighted	cis	0.552524313491292	NA	0.000835012266261773
APOB	Creatinine (enzymatic) in urine	0.800041861222946	rs4751870	NA	NA	0.00171937954923513	Inverse variance weighted	trans	0.592679836591223	NA	0.00678810722523506
APOB	Creatinine (enzymatic) in urine	0.800041861222946	rs964184	NA	NA	0.00171937954923513	Inverse variance weighted	trans	0.592679836591223	NA	0.00678810722523506
APOB	Creatinine (enzymatic) in urine	0.800041861222946	rs520354	NA	NA	0.00171937954923513	Inverse variance weighted	cis	0.592679836591223	NA	0.00678810722523506
APOB	Femoral neck bone mineral density	0.801681089890201	rs4751870	NA	NA	-0.0079953150145329	Inverse variance weighted	trans	0.13003765466692	NA	0.0318320246664185
APOB	Femoral neck bone mineral density	0.801681089890201	rs964184	NA	NA	-0.0079953150145329	Inverse variance weighted	trans	0.13003765466692	NA	0.0318320246664185
APOB	Femoral neck bone mineral density	0.801681089890201	rs520354	NA	NA	-0.0079953150145329	Inverse variance weighted	cis	0.13003765466692	NA	0.0318320246664185
APOB	Diagnoses - main ICD10: S66 Injury of muscle and tendon at wrist and hand level	0.818944764393225	rs4751870	NA	NA	6.65916003288462e-05	Inverse variance weighted	trans	0.890457682788929	NA	0.000290916986011501
APOB	Diagnoses - main ICD10: S66 Injury of muscle and tendon at wrist and hand level	0.818944764393225	rs964184	NA	NA	6.65916003288462e-05	Inverse variance weighted	trans	0.890457682788929	NA	0.000290916986011501
APOB	Diagnoses - main ICD10: S66 Injury of muscle and tendon at wrist and hand level	0.818944764393225	rs520354	NA	NA	6.65916003288462e-05	Inverse variance weighted	cis	0.890457682788929	NA	0.000290916986011501
APOB	HOMA-IR	0.830578096554417	rs964184	NA	NA	0.00273026652478727	Inverse variance weighted	trans	0.727261365361898	NA	0.0127606282043891
APOB	HOMA-IR	0.830578096554417	rs520354	NA	NA	0.00273026652478727	Inverse variance weighted	cis	0.727261365361898	NA	0.0127606282043891
APOB	Lung cancer	0.836959090519023	rs4751870	NA	NA	0.0174430574159594	Inverse variance weighted	trans	0.0893369185419208	NA	0.084763624997986
APOB	Lung cancer	0.836959090519023	rs964184	NA	NA	0.0174430574159594	Inverse variance weighted	trans	0.0893369185419208	NA	0.084763624997986
APOB	Lung cancer	0.836959090519023	rs520354	NA	NA	0.0174430574159594	Inverse variance weighted	cis	0.0893369185419208	NA	0.084763624997986
APOB	Mean platelet volume	0.841480581121794	rs520354	NA	NA	-0.000659413122321134	Wald ratio	cis	NA	NA	0.00329706561160567
APOB	Diagnoses - main ICD10: C50 Malignant neoplasm of breast	0.849040785160417	rs4751870	NA	NA	-0.000172315163924474	Inverse variance weighted	trans	0.851483279264559	NA	0.000905290211229816
APOB	Diagnoses - main ICD10: C50 Malignant neoplasm of breast	0.849040785160417	rs964184	NA	NA	-0.000172315163924474	Inverse variance weighted	trans	0.851483279264559	NA	0.000905290211229816
APOB	Diagnoses - main ICD10: C50 Malignant neoplasm of breast	0.849040785160417	rs520354	NA	NA	-0.000172315163924474	Inverse variance weighted	cis	0.851483279264559	NA	0.000905290211229816
APOB	Inflammatory bowel disease	0.852504407597126	rs964184	NA	NA	-0.0165406765073531	Inverse variance weighted	trans	0.00543584554263517	NA	0.0889647478907226
APOB	Inflammatory bowel disease	0.852504407597126	rs520354	NA	NA	-0.0165406765073531	Inverse variance weighted	cis	0.00543584554263517	NA	0.0889647478907226
APOB	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis	0.857056754552952	rs4751870	NA	NA	0.000123382128690809	Inverse variance weighted	trans	0.148637427837314	NA	0.000684991818840332
APOB	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis	0.857056754552952	rs964184	NA	NA	0.000123382128690809	Inverse variance weighted	trans	0.148637427837314	NA	0.000684991818840332
APOB	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis	0.857056754552952	rs520354	NA	NA	0.000123382128690809	Inverse variance weighted	cis	0.148637427837314	NA	0.000684991818840332
APOB	Eye problems or disorders: Cataract	0.858878912634949	rs4751870	NA	NA	-0.00066367759460593	Inverse variance weighted	trans	0.532139825299257	NA	0.00373268954766762
APOB	Eye problems or disorders: Cataract	0.858878912634949	rs964184	NA	NA	-0.00066367759460593	Inverse variance weighted	trans	0.532139825299257	NA	0.00373268954766762
APOB	Eye problems or disorders: Cataract	0.858878912634949	rs520354	NA	NA	-0.00066367759460593	Inverse variance weighted	cis	0.532139825299257	NA	0.00373268954766762
APOB	Diagnoses - main ICD10: K43 Ventral hernia	0.861093450868511	rs4751870	NA	NA	8.47315676907868e-05	Inverse variance weighted	trans	0.397064912929975	NA	0.000484229043753146
APOB	Diagnoses - main ICD10: K43 Ventral hernia	0.861093450868511	rs964184	NA	NA	8.47315676907868e-05	Inverse variance weighted	trans	0.397064912929975	NA	0.000484229043753146
APOB	Diagnoses - main ICD10: K43 Ventral hernia	0.861093450868511	rs520354	NA	NA	8.47315676907868e-05	Inverse variance weighted	cis	0.397064912929975	NA	0.000484229043753146
APOB	Ulcerative colitis	0.86359613114577	rs964184	NA	NA	-0.0252296539655988	Inverse variance weighted	trans	0.000264791912175367	NA	0.146856280876979
APOB	Ulcerative colitis	0.86359613114577	rs520354	NA	NA	-0.0252296539655988	Inverse variance weighted	cis	0.000264791912175367	NA	0.146856280876979
APOB	Fracture resulting from simple fall	0.867962466349202	rs4751870	NA	NA	-0.0029301626940928	Inverse variance weighted	trans	0.0802707771271693	NA	0.0176253423925883
APOB	Fracture resulting from simple fall	0.867962466349202	rs964184	NA	NA	-0.0029301626940928	Inverse variance weighted	trans	0.0802707771271693	NA	0.0176253423925883
APOB	Fracture resulting from simple fall	0.867962466349202	rs520354	NA	NA	-0.0029301626940928	Inverse variance weighted	cis	0.0802707771271693	NA	0.0176253423925883
APOB	Urate	0.870017416498946	rs520354	NA	NA	-0.0029673590504451	Wald ratio	cis	NA	NA	0.0181338608638312
APOB	Cancer code  self-reported: prostate cancer	0.874799694062879	rs4751870	NA	NA	0.000101730673618496	Inverse variance weighted	trans	0.330595216042731	NA	0.000645643150571484
APOB	Cancer code  self-reported: prostate cancer	0.874799694062879	rs964184	NA	NA	0.000101730673618496	Inverse variance weighted	trans	0.330595216042731	NA	0.000645643150571484
APOB	Cancer code  self-reported: prostate cancer	0.874799694062879	rs520354	NA	NA	0.000101730673618496	Inverse variance weighted	cis	0.330595216042731	NA	0.000645643150571484
APOB	Squamous cell lung cancer	0.880775296723946	rs4751870	NA	NA	0.0200130970360231	Inverse variance weighted	trans	0.0779445729324	NA	0.133432690250844
APOB	Squamous cell lung cancer	0.880775296723946	rs964184	NA	NA	0.0200130970360231	Inverse variance weighted	trans	0.0779445729324	NA	0.133432690250844
APOB	Squamous cell lung cancer	0.880775296723946	rs520354	NA	NA	0.0200130970360231	Inverse variance weighted	cis	0.0779445729324	NA	0.133432690250844
APOB	Putamen volume	0.885007408369227	rs4751870	NA	NA	-3.19380565865571	Inverse variance weighted	trans	0.227547625043885	NA	22.0834452256282
APOB	Putamen volume	0.885007408369227	rs520354	NA	NA	-3.19380565865571	Inverse variance weighted	cis	0.227547625043885	NA	22.0834452256282
APOB	Ovarian cancer	0.888190599850197	rs4751870	NA	NA	-0.00548911623919895	Inverse variance weighted	trans	0.876767635947333	NA	0.0390422909952131
APOB	Ovarian cancer	0.888190599850197	rs964184	NA	NA	-0.00548911623919895	Inverse variance weighted	trans	0.876767635947333	NA	0.0390422909952131
APOB	Ovarian cancer	0.888190599850197	rs520354	NA	NA	-0.00548911623919895	Inverse variance weighted	cis	0.876767635947333	NA	0.0390422909952131
APOB	Non-cancer illness code  self-reported: kidney stone or ureter stone or bladder stone	0.889164512984474	rs4751870	NA	NA	0.00012688562156531	Inverse variance weighted	trans	0.131857676447492	NA	0.000910478456880278
APOB	Non-cancer illness code  self-reported: kidney stone or ureter stone or bladder stone	0.889164512984474	rs964184	NA	NA	0.00012688562156531	Inverse variance weighted	trans	0.131857676447492	NA	0.000910478456880278
APOB	Non-cancer illness code  self-reported: kidney stone or ureter stone or bladder stone	0.889164512984474	rs520354	NA	NA	0.00012688562156531	Inverse variance weighted	cis	0.131857676447492	NA	0.000910478456880278
APOB	Mean cell haemoglobin concentration	0.889537951249028	rs520354	NA	NA	0.00164853280580284	Wald ratio	cis	NA	NA	0.0118694362017804
APOB	Neo-agreeableness	0.89494862844062	rs520354	NA	NA	-0.0270359380151665	Wald ratio	cis	NA	NA	0.204747774480712
APOB	Vascular or heart problems diagnosed by doctor: Angina	0.897343618371484	rs4751870	NA	NA	0.000494679743726812	Inverse variance weighted	trans	8.62700861328376e-05	NA	0.00383419967102477
APOB	Vascular or heart problems diagnosed by doctor: Angina	0.897343618371484	rs964184	NA	NA	0.000494679743726812	Inverse variance weighted	trans	8.62700861328376e-05	NA	0.00383419967102477
APOB	Vascular or heart problems diagnosed by doctor: Angina	0.897343618371484	rs520354	NA	NA	0.000494679743726812	Inverse variance weighted	cis	8.62700861328376e-05	NA	0.00383419967102477
APOB	Myocardial infarction	0.897717825074581	rs4751870	NA	NA	0.0108066510104904	Inverse variance weighted	trans	0.000603687164543565	NA	0.0840691236137612
APOB	Myocardial infarction	0.897717825074581	rs964184	NA	NA	0.0108066510104904	Inverse variance weighted	trans	0.000603687164543565	NA	0.0840691236137612
APOB	Myocardial infarction	0.897717825074581	rs520354	NA	NA	0.0108066510104904	Inverse variance weighted	cis	0.000603687164543565	NA	0.0840691236137612
APOB	Hirschsprung's disease	0.900473452258848	rs4751870	NA	NA	-0.10038156705607	Inverse variance weighted	trans	0.056027352015005	NA	0.802646196228969
APOB	Hirschsprung's disease	0.900473452258848	rs964184	NA	NA	-0.10038156705607	Inverse variance weighted	trans	0.056027352015005	NA	0.802646196228969
APOB	Hirschsprung's disease	0.900473452258848	rs520354	NA	NA	-0.10038156705607	Inverse variance weighted	cis	0.056027352015005	NA	0.802646196228969
APOB	Diagnoses - main ICD10: I30 Acute pericarditis	0.909671987814865	rs4751870	NA	NA	-1.45303654105514e-05	Inverse variance weighted	trans	0.822510072095429	NA	0.000128074679920094
APOB	Diagnoses - main ICD10: I30 Acute pericarditis	0.909671987814865	rs964184	NA	NA	-1.45303654105514e-05	Inverse variance weighted	trans	0.822510072095429	NA	0.000128074679920094
APOB	Diagnoses - main ICD10: I30 Acute pericarditis	0.909671987814865	rs520354	NA	NA	-1.45303654105514e-05	Inverse variance weighted	cis	0.822510072095429	NA	0.000128074679920094
APOB	Non-cancer illness code  self-reported: gout	0.91012318694358	rs4751870	NA	NA	0.000276458961802643	Inverse variance weighted	trans	0.000234825951380816	NA	0.00244907177046343
