#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
946	NRG3_AD	NRG3	10718	AD	0.8375	0.0004	0.5153	0.0000	0.0000	0.5153	0.0000	0.5029	0.5153	1.0000	0		Epileptic spasm (HP:0011097)-reduced sensorimotor gating (MP:0002635), 		Proximity to DYRK1A associated with DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion (ORPHA:268261): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to DYRK1A Epileptic spasm (HP:0011097)-environmentally induced seizures (MP:0009358), 	
946	MAPK8_AR	MAPK8	5599	AR	0.8377	0.0004	0.5151	0.0000	0.0000	0.2372	0.0000	0.5151	0.5151	1.0000	0		Epileptic spasm (HP:0011097)-abnormal retina outer nuclear layer morphology (MP:0003731), 		Proximity to DCX associated with Lissencephaly type 1 due to doublecortin gene mutation (ORPHA:2148): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to DCX Epileptic spasm (HP:0011097)-abnormal inhibitory postsynaptic currents (MP:0002945), 	
946	WT1_AR	WT1	7490	AR	0.8383	0.0004	0.5032	0.0127	0.0000	0.0000	0.0000	0.5032	0.5032	1.0000	0				Proximity to NTRK2 associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to NTRK2 Epileptic spasm (HP:0011097)-impaired synaptic plasticity (MP:0001900), 	
946	ITPR1_AR	ITPR1	3708	AR	0.8387	0.0004	0.5141	0.0000	0.5244	0.5141	0.0000	0.5039	0.5244	1.0000	0	Spinocerebellar ataxia 29, congenital nonprogressive (OMIM:117360): Epileptic spasm (HP:0011097)-Focal impaired awareness seizure (HP:0002384), 	Epileptic spasm (HP:0011097)-seizures (MP:0002064), 		Proximity to STXBP1 associated with STXBP1-related encephalopathy (ORPHA:599373): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to STXBP1 Epileptic spasm (HP:0011097)-abnormal synaptic transmission (MP:0003635), 	
946	INPP5D_AR	INPP5D	3635	AR	0.8388	0.0004	0.5012	0.0145	0.0000	0.0000	0.0000	0.5012	0.5012	1.0000	0				Proximity to PIK3CD associated with ?Roifman-Chitayat syndrome, digenic (OMIM:613328): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 		
946	PLXDC2_AR	PLXDC2	84898	AR	0.8392	0.0004	0.5002	0.0151	0.0000	0.0000	0.0000	0.5002	0.5002	1.0000	0				Proximity to KIF1A associated with PEHO syndrome (ORPHA:2836): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to KIF1A Epileptic spasm (HP:0011097)-abnormal nervous system physiology (MP:0003633), 	
946	AFG1L_AR	AFG1L	246269	AR	0.8395	0.0004	0.5056	0.0086	0.0000	0.0000	0.0000	0.5056	0.5056	1.0000	0				Proximity to AFG2A associated with Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome (ORPHA:457351): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
946	SOCS7_AR	SOCS7	30837	AR	0.8398	0.0004	0.5005	0.0141	0.0000	0.4087	0.0000	0.5005	0.5005	1.0000	0		Epileptic spasm (HP:0011097)-intracranial hemorrhage (MP:0001915), 		Proximity to TRIM8 associated with Early infantile epileptic encephalopathy (ORPHA:1934): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	NCL_AD	NCL	4691	AD	0.8399	0.0003	0.5128	0.0000	0.0000	0.3221	0.0000	0.5128	0.5128	1.0000	0		Epileptic spasm (HP:0011097)-abnormal axon extension (MP:0003651), 		Proximity to ARFGEF1 associated with Developmental delay, impaired speech, and behavioral abnormalities, with or without seizures (OMIM:619964): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to ARFGEF1 Epileptic spasm (HP:0011097)-increased neuron apoptosis (MP:0003203), 	
1040	ACSBG2_AR	ACSBG2	81616	AR	0.8400	0.0003	0.5127	0.0000	0.0000	0.0000	0.0000	0.5127	0.5127	1.0000	0				Proximity to PPT1 associated with Late infantile neuronal ceroid lipofuscinosis (ORPHA:168491): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to PPT1 Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
1040	ANO9_AR	ANO9	338440	AR	0.8402	0.0003	0.0000	0.5801	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
1040	ENAM_AD	ENAM	10117	AD	0.8403	0.0003	0.5124	0.0000	0.0000	0.2637	0.0000	0.5124	0.5124	1.0000	0		Epileptic spasm (HP:0011097)-small superior vagus ganglion (MP:0001102), 		Proximity to CLCN4 associated with CLCN4-related X-linked intellectual disability syndrome (ORPHA:485350): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	ENAM_AR	ENAM	10117	AR	0.8403	0.0003	0.5124	0.0000	0.0000	0.2637	0.0000	0.5124	0.5124	1.0000	0		Epileptic spasm (HP:0011097)-small superior vagus ganglion (MP:0001102), 		Proximity to CLCN4 associated with CLCN4-related X-linked intellectual disability syndrome (ORPHA:485350): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	PIGR_AD	PIGR	5284	AD	0.8403	0.0003	0.5124	0.0000	0.0000	0.0000	0.0000	0.5124	0.5124	1.0000	0				Proximity to PIGA associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to PIGA Epileptic spasm (HP:0011097)-abnormal brain development (MP:0000913), 	
1040	PIGR_AR	PIGR	5284	AR	0.8403	0.0003	0.5124	0.0000	0.0000	0.0000	0.0000	0.5124	0.5124	1.0000	0				Proximity to PIGA associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to PIGA Epileptic spasm (HP:0011097)-abnormal brain development (MP:0000913), 	
1040	PIM1_AR	PIM1	5292	AR	0.8406	0.0003	0.5005	0.0131	0.0000	0.0000	0.0000	0.5005	0.5005	1.0000	0				Proximity to LONP1 associated with Pyruvate dehydrogenase E1-alpha deficiency (ORPHA:79243): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to LONP1 Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
1040	AMBN_AR	AMBN	258	AR	0.8406	0.0003	0.5121	0.0000	0.0000	0.0000	0.0000	0.5121	0.5121	1.0000	0				Proximity to CLCN4 associated with CLCN4-related X-linked intellectual disability syndrome (ORPHA:485350): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	NAV3_AD	NAV3	89795	AD	0.8407	0.0003	0.5000	0.0136	0.0000	0.2642	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal retina morphology (MP:0001325), 		Proximity to DNM1L associated with DNM1L-related encephalopathy due to mitochondrial and peroxisomal fission defect (ORPHA:330050): Epileptic spasm (HP:0011097)-Generalized myoclonic seizure (HP:0002123), 	Proximity to DNM1L Epileptic spasm (HP:0011097)-enhanced sensorimotor gating (MP:0003889), 	
1040	ULK4_AR	ULK4	54986	AR	0.8414	0.0003	0.5000	0.0127	0.0000	0.4203	0.0000	0.5000	0.5000	1.0000	0		Epileptic spasm (HP:0011097)-abnormal cerebrospinal fluid flow (MP:0013907), 		Proximity to EN1 associated with ?ENDOVE syndrome, limb-brain type (OMIM:619218): Epileptic spasm (HP:0011097)-Focal tonic seizure (HP:0011167), 	Proximity to EN1 Epileptic spasm (HP:0011097)-abnormal CNS synaptic transmission (MP:0002206), 	
1040	SUGCT_AR	SUGCT	79783	AR	0.8415	0.0003	0.5112	0.0000	0.0000	0.0000	0.0000	0.5112	0.5112	1.0000	0				Proximity to GCDH associated with Glutaryl-CoA dehydrogenase deficiency (ORPHA:25): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to GCDH Epileptic spasm (HP:0011097)-neurodegeneration (MP:0002229), 	
1040	LDLR_AD	LDLR	3949	AD	0.8418	0.0003	0.5109	0.0000	0.0000	0.3281	0.0000	0.5109	0.5109	1.0000	0		Epileptic spasm (HP:0011097)-abnormal CNS glial cell morphology (MP:0000952), 		Proximity to COG2 associated with ?Congenital disorder of glycosylation, type IIq (OMIM:617395): Epileptic spasm (HP:0011097)-Generalized tonic seizure (HP:0010818), 		
1040	PPP3R1_AD	PPP3R1	5534	AD	0.8419	0.0003	0.5108	0.0000	0.0000	0.0000	0.0000	0.5108	0.5108	1.0000	0				Proximity to ATP2B1 associated with Intellectual developmental disorder, autosomal dominant 66 (OMIM:619910): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to ATP2B1 Epileptic spasm (HP:0011097)-gliosis (MP:0002183), 	
1040	KCNB2_AD	KCNB2	9312	AD	0.8419	0.0003	0.5062	0.0052	0.0000	0.0000	0.0000	0.5062	0.5062	1.0000	0				Proximity to KCNH5 associated with Developmental and epileptic encephalopathy 112 (OMIM:620537): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	MIDEAS_AR	MIDEAS	91748	AR	0.8420	0.0003	0.5000	0.0121	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CHD2 associated with Myoclonic-astatic epilepsy (ORPHA:1942): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to CHD2 Epileptic spasm (HP:0011097)-decreased prepulse inhibition (MP:0009142), 	
1040	DBNL_AD	DBNL	28988	AD	0.8424	0.0003	0.5049	0.0062	0.0000	0.5049	0.0000	0.5019	0.5049	1.0000	0		Epileptic spasm (HP:0011097)-convulsive seizures (MP:0000947), 		Proximity to SYNJ1 associated with Developmental and epileptic encephalopathy 53 (OMIM:617389): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to SYNJ1 Epileptic spasm (HP:0011097)-convulsive seizures (MP:0000947), 	
1040	NLN_AR	NLN	57486	AR	0.8424	0.0003	0.5000	0.0116	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to PYCR2 associated with PYCR2-related microcephaly-progressive leukoencephalopathy (ORPHA:481152): Epileptic spasm (HP:0011097)-Focal myoclonic seizure (HP:0011166), 	Proximity to PYCR2 Epileptic spasm (HP:0011097)-increased neuron apoptosis (MP:0003203), 	
1040	ZFP3_AR	ZFP3	124961	AR	0.8426	0.0003	0.5000	0.0114	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to ACTL6B associated with Intellectual developmental disorder with severe speech and ambulation defects (OMIM:618470): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to ACTL6B Epileptic spasm (HP:0011097)-abnormal myelination (MP:0000920), 	
1040	SLC4A4_AR	SLC4A4	8671	AR	0.8426	0.0003	0.5001	0.0112	0.0000	0.0000	0.0000	0.5001	0.5001	1.0000	0				Proximity to SLC1A3 associated with Alternating hemiplegia of childhood (ORPHA:2131): Epileptic spasm (HP:0011097)-Focal motor seizure (HP:0011153), 	Proximity to SLC1A3 Epileptic spasm (HP:0011097)-abnormal nervous system physiology (MP:0003633), 	
1040	ADAP1_AR	ADAP1	11033	AR	0.8427	0.0003	0.5002	0.0110	0.0000	0.4133	0.0000	0.5002	0.5002	1.0000	0		Epileptic spasm (HP:0011097)-enhanced long-term potentiation (MP:0003008), 		Proximity to TBC1D24 associated with Malignant migrating focal seizures of infancy (ORPHA:293181): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to TBC1D24 Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
1040	SEC23A_AR	SEC23A	10484	AR	0.8430	0.0003	0.5096	0.0000	0.0000	0.4494	0.0000	0.5096	0.5096	1.0000	0		Epileptic spasm (HP:0011097)-decreased embryonic neuroepithelial cell proliferation (MP:0012706), 		Proximity to ARFGEF1 associated with Developmental delay, impaired speech, and behavioral abnormalities, with or without seizures (OMIM:619964): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to ARFGEF1 Epileptic spasm (HP:0011097)-increased neuron apoptosis (MP:0003203), 	
1040	WIPI1_AD	WIPI1	55062	AD	0.8431	0.0003	0.5081	0.0016	0.0000	0.2642	0.0000	0.5081	0.5081	1.0000	0		Epileptic spasm (HP:0011097)-abnormal retina morphology (MP:0001325), 		Proximity to WDR45 associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to WDR45 Epileptic spasm (HP:0011097)-neurodegeneration (MP:0002229), 	
1040	PITX2_AD	PITX2	5308	AD	0.8434	0.0003	0.5092	0.0000	0.0000	0.3722	0.0000	0.5092	0.5092	1.0000	0		Epileptic spasm (HP:0011097)-abnormal neuronal migration (MP:0006009), 		Proximity to SLC32A1 associated with Early infantile epileptic encephalopathy (ORPHA:1934): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to SLC32A1 Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 	
1040	PITX2_AR	PITX2	5308	AR	0.8434	0.0003	0.5092	0.0000	0.0000	0.3722	0.0000	0.5092	0.5092	1.0000	0		Epileptic spasm (HP:0011097)-abnormal neuronal migration (MP:0006009), 		Proximity to SLC32A1 associated with Early infantile epileptic encephalopathy (ORPHA:1934): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to SLC32A1 Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 	
1040	SPRR2B_AD	SPRR2B	6701	AD	0.8435	0.0003	0.5000	0.0103	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CSNK2A1 associated with Okur-Chung neurodevelopmental syndrome (OMIM:617062): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 	Proximity to CSNK2A1 Epileptic spasm (HP:0011097)-craniorachischisis (MP:0008784), 	
1040	PDZD2_AR	PDZD2	23037	AR	0.8439	0.0003	0.5087	0.0000	0.0000	0.0000	0.0000	0.5087	0.5087	1.0000	0				Proximity to GABBR2 associated with Developmental and epileptic encephalopathy 59 (OMIM:617904): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to GABBR2 Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 	
1040	WDR18_AD	WDR18	57418	AD	0.8441	0.0003	0.5085	0.0000	0.0000	0.0000	0.5085	0.5002	0.5085	1.0000	0			Epileptic spasm (HP:0011097)-Kupffer's vesicle decreased functionality, abnormal (ZP:0006965), 	Proximity to PHGDH associated with 3-phosphoglycerate dehydrogenase deficiency, infantile/juvenile form (ORPHA:79351): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to PHGDH Epileptic spasm (HP:0011097)-abnormal nervous system development (MP:0003861), 	
1040	KCNB2_AR	KCNB2	9312	AR	0.8441	0.0003	0.5062	0.0026	0.0000	0.0000	0.0000	0.5062	0.5062	1.0000	0				Proximity to KCNH5 associated with Developmental and epileptic encephalopathy 112 (OMIM:620537): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	CLMP_AR	CLMP	79827	AR	0.8442	0.0003	0.5084	0.0000	0.0000	0.0000	0.0000	0.5084	0.5084	1.0000	0				Proximity to HID1 associated with Developmental and epileptic encephalopathy 105 with hypopituitarism (OMIM:619983): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
1040	LEP_AR	LEP	3952	AR	0.8442	0.0003	0.5072	0.0013	0.0000	0.4877	0.0000	0.5072	0.5072	1.0000	0		Epileptic spasm (HP:0011097)-abnormal sympathetic nervous system physiology (MP:0004183), 		Proximity to STAMBP associated with Microcephaly-capillary malformation syndrome (OMIM:614261): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to STAMBP Epileptic spasm (HP:0011097)-abnormal cerebral cortex morphology (MP:0000788), 	
1040	CAB39L_AR	CAB39L	81617	AR	0.8442	0.0003	0.5084	0.0000	0.0000	0.0000	0.0000	0.5084	0.5084	1.0000	0				Proximity to STRADA associated with Polyhydramnios-megalencephaly-symptomatic epilepsy syndrome (ORPHA:500533): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to STRADA Epileptic spasm (HP:0011097)-abnormal neuronal migration (MP:0006009), 	
1040	UGGT2_AR	UGGT2	55757	AR	0.8442	0.0003	0.5084	0.0000	0.0000	0.0000	0.0000	0.5084	0.5084	1.0000	0				Proximity to SLC35A2 associated with Congenital disorder of glycosylation, type IIm (OMIM:300896): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 		
1040	EYS_AR	EYS	346007	AR	0.8442	0.0003	0.5005	0.0089	0.0000	0.0000	0.0000	0.5005	0.5005	1.0000	0				Proximity to GABBR2 associated with Developmental and epileptic encephalopathy 59 (OMIM:617904): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to GABBR2 Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 	
1040	GMDS_AD	GMDS	2762	AD	0.8443	0.0003	0.5083	0.0000	0.0000	0.0000	0.0000	0.5083	0.5083	1.0000	0				Proximity to DPM1 associated with DPM1-CDG (ORPHA:79322): Epileptic spasm (HP:0011097)-Atonic seizure (HP:0010819), 		
1040	GNG11_AD	GNG11	2791	AD	0.8443	0.0003	0.5082	0.0000	0.0000	0.0000	0.0000	0.5082	0.5082	1.0000	0				Proximity to GABBR2 associated with Developmental and epileptic encephalopathy 59 (OMIM:617904): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to GABBR2 Epileptic spasm (HP:0011097)-abnormal nervous system electrophysiology (MP:0002272), 	
1040	SGMS1_AD	SGMS1	259230	AD	0.8444	0.0003	0.5082	0.0000	0.0000	0.0000	0.0000	0.5082	0.5082	1.0000	0				Proximity to ASAH1 associated with Farber disease (ORPHA:333): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to ASAH1 Epileptic spasm (HP:0011097)-abnormal neuron differentiation (MP:0009937), 	
1040	FXN_AR	FXN	2395	AR	0.8444	0.0003	0.5081	0.0000	0.0000	0.4722	0.0000	0.5081	0.5081	1.0000	0		Epileptic spasm (HP:0011097)-brain inflammation (MP:0001847), 		Proximity to IREB2 associated with Neurodegeneration, early-onset, with choreoathetoid movements and microcytic anemia (OMIM:618451): Epileptic spasm (HP:0011097)-Bilateral tonic-clonic seizure with generalized onset (HP:0025190), 	Proximity to IREB2 Epileptic spasm (HP:0011097)-abnormal thalamus morphology (MP:0000832), 	
1040	SUCLG2_AR	SUCLG2	8801	AR	0.8445	0.0003	0.5081	0.0000	0.0000	0.0000	0.0000	0.5081	0.5081	1.0000	0						Proximity to DBT Epileptic spasm (HP:0011097)-central nervous system functionality, abnormal (ZP:0007560), 
1040	PRKAA1_AD	PRKAA1	5562	AD	0.8445	0.0003	0.5081	0.0000	0.0000	0.0000	0.0000	0.5081	0.5081	1.0000	0				Proximity to STRADA associated with Polyhydramnios-megalencephaly-symptomatic epilepsy syndrome (ORPHA:500533): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to STRADA Epileptic spasm (HP:0011097)-abnormal neuronal migration (MP:0006009), 	
1040	FGFR4_AR	FGFR4	2264	AR	0.8447	0.0003	0.5078	0.0000	0.0000	0.0000	0.0000	0.5078	0.5078	1.0000	0				Proximity to FGF12 associated with Developmental and epileptic encephalopathy 47 (OMIM:617166): Epileptic spasm (HP:0011097)-Tonic seizure (HP:0032792), 		
1040	MRTFA_AD	MRTFA	57591	AD	0.8447	0.0003	0.2742	0.2644	0.0000	0.0000	0.0000	0.5483	0.5483	0.5000	0				Proximity to PHACTR1 associated with Infantile spasms syndrome (ORPHA:3451): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	ERBB4_AD	ERBB4	2066	AD	0.8448	0.0003	0.5077	0.0000	0.0000	0.4798	0.0000	0.5077	0.5077	1.0000	0		Epileptic spasm (HP:0011097)-abnormal prepulse inhibition (MP:0003088), 		Proximity to NEUROG1 associated with Cranial dysinnervation disorder, congenital, with absent corneal reflex and developmental delay (OMIM:620469): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to NEUROG1 Epileptic spasm (HP:0011097)-abnormal cranial nerve morphology (MP:0001056), 	
1040	HLA-DRB1_AD	HLA-DRB1	3123	AD	0.8449	0.0003	0.5076	0.0000	0.5606	0.0000	0.0000	0.5076	0.5606	1.0000	0	Systemic lupus erythematosus (ORPHA:536): Epileptic spasm (HP:0011097)-Seizure (HP:0001250), 			Proximity to CTSD associated with Congenital neuronal ceroid lipofuscinosis (ORPHA:168486): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to CTSD Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
1040	DBNL_AR	DBNL	28988	AR	0.8449	0.0003	0.5049	0.0031	0.0000	0.5049	0.0000	0.5019	0.5049	1.0000	0		Epileptic spasm (HP:0011097)-convulsive seizures (MP:0000947), 		Proximity to SYNJ1 associated with Developmental and epileptic encephalopathy 53 (OMIM:617389): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to SYNJ1 Epileptic spasm (HP:0011097)-convulsive seizures (MP:0000947), 	
1040	ATP6V0E1_AR	ATP6V0E1	8992	AR	0.8449	0.0003	0.5076	0.0000	0.0000	0.0000	0.0000	0.5076	0.5076	1.0000	0				Proximity to ATP6V0A1 associated with Neurodevelopmental disorder with epilepsy and brain atrophy (OMIM:619971): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to ATP6V0A1 Epileptic spasm (HP:0011097)-abnormal miniature excitatory postsynaptic currents (MP:0004753), 	
1040	BID_AD	BID	637	AD	0.8450	0.0003	0.5075	0.0000	0.0000	0.3339	0.0000	0.5075	0.5075	1.0000	0		Epileptic spasm (HP:0011097)-gliosis (MP:0002183), 		Proximity to CTSD associated with Congenital neuronal ceroid lipofuscinosis (ORPHA:168486): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to CTSD Epileptic spasm (HP:0011097)-seizures (MP:0002064), 	
1040	OR4F17_AR	OR4F17	81099	AR	0.8451	0.0003	0.5000	0.0084	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to CHD3 associated with Snijders Blok-Campeau syndrome (OMIM:618205): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 		
1040	SENP3_AD	SENP3	26168	AD	0.8452	0.0003	0.5073	0.0000	0.0000	0.0000	0.0000	0.5073	0.5073	1.0000	0				Proximity to KANSL1 associated with 17q21.31 microdeletion syndrome (ORPHA:363958): Epileptic spasm (HP:0011097)-Focal hemiclonic seizure (HP:0006813), 	Proximity to KANSL1 Epileptic spasm (HP:0011097)-abnormal axonal transport (MP:0004768), 	
1040	TXNRD3_AR	TXNRD3	114112	AR	0.8452	0.0003	0.5073	0.0000	0.0000	0.0000	0.0000	0.5073	0.5073	1.0000	0						Proximity to DBT Epileptic spasm (HP:0011097)-central nervous system functionality, abnormal (ZP:0007560), 
1040	MARS1_AR	MARS1	4141	AR	0.8452	0.0003	0.5073	0.0000	0.0000	0.0000	0.0000	0.5073	0.5073	1.0000	0				Proximity to NARS1 associated with Neurodevelopmental disorder with microcephaly, impaired language, and gait abnormalities, autosomal recessive (OMIM:619091): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
1040	ABCC9_AD	ABCC9	10060	AD	0.8453	0.0003	0.5072	0.0000	0.0000	0.4877	0.0000	0.5072	0.5072	1.0000	0		Epileptic spasm (HP:0011097)-abnormal channel response (MP:0003484), 		Proximity to KCNJ11 associated with Diabetes, permanent neonatal 2, with or without neurologic features (OMIM:618856): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 	Proximity to KCNJ11 Epileptic spasm (HP:0011097)-abnormal nerve fiber response (MP:0003477), 	
1040	LHPP_AR	LHPP	64077	AR	0.8453	0.0003	0.5072	0.0000	0.0000	0.0000	0.0000	0.5072	0.5072	1.0000	0				Proximity to ATP6V0A1 associated with Neurodevelopmental disorder with epilepsy and brain atrophy (OMIM:619971): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 	Proximity to ATP6V0A1 Epileptic spasm (HP:0011097)-abnormal miniature excitatory postsynaptic currents (MP:0004753), 	
1040	OXT_AR	OXT	5020	AR	0.8454	0.0003	0.5071	0.0000	0.0000	0.4074	0.0000	0.5071	0.5071	1.0000	0		Epileptic spasm (HP:0011097)-abnormal baroreceptor physiology (MP:0004184), 		Proximity to STAMBP associated with Microcephaly-capillary malformation syndrome (OMIM:614261): Epileptic spasm (HP:0011097)-Infantile spasms (HP:0012469), 	Proximity to STAMBP Epileptic spasm (HP:0011097)-abnormal cerebral cortex morphology (MP:0000788), 	
1040	COX6A1_AR	COX6A1	1337	AR	0.8454	0.0003	0.5071	0.0000	0.0000	0.4885	0.0000	0.5071	0.5071	1.0000	0		Epileptic spasm (HP:0011097)-abnormal nerve conduction (MP:0005403), 		Proximity to COX4I1 associated with Mitochondrial complex IV deficiency, nuclear type 16 (OMIM:619060): Epileptic spasm (HP:0011097)-Epileptic spasm (HP:0011097), 		
1040	GPC1_AD	GPC1	2817	AD	0.8455	0.0003	0.5070	0.0000	0.0000	0.3293	0.4280	0.5070	0.5070	1.0000	0		Epileptic spasm (HP:0011097)-abnormal brain morphology (MP:0002152), 	Epileptic spasm (HP:0011097)-intrahepatic bile duct decreased functionality, abnormal (ZP:0008015), 	Proximity to FGF12 associated with Developmental and epileptic encephalopathy 47 (OMIM:617166): Epileptic spasm (HP:0011097)-Tonic seizure (HP:0032792), 		
1040	UBE2K_AR	UBE2K	3093	AR	0.8455	0.0003	0.4452	0.0699	0.0000	0.4452	0.0000	0.0000	0.4452	1.0000	0		Epileptic spasm (HP:0011097)-decreased neuron apoptosis (MP:0003204), 				
1040	NGFR_AD	NGFR	4804	AD	0.8455	0.0003	0.5070	0.0000	0.0000	0.4650	0.0000	0.5070	0.5070	1.0000	0		Epileptic spasm (HP:0011097)-abnormal neuron apoptosis (MP:0003202), 		Proximity to FGF12 associated with Developmental and epileptic encephalopathy 47 (OMIM:617166): Epileptic spasm (HP:0011097)-Tonic seizure (HP:0032792), 		
1040	NCOR2_AD	NCOR2	9612	AD	0.8456	0.0003	0.5069	0.0000	0.0000	0.4722	0.0000	0.5069	0.5069	1.0000	0		Epileptic spasm (HP:0011097)-increased prepulse inhibition (MP:0009141), 		Proximity to CIC associated with Intellectual developmental disorder, autosomal dominant 45 (OMIM:617600): Epileptic spasm (HP:0011097)-Myoclonic seizure (HP:0032794), 		
